#UNIVERSE,Vitamin1;Mineral2;Protein3;Fiber4;Omega5;Amino6;Enzyme7;Antioxidant8;Electrolyte9;Nutrient10;VitaminB1;MineralB2;ProteinB3;FiberB4;OmegaB5
#MAX_CALORIES,64131.37
Lettuce_1,2093,Antioxidant8;Fiber4;Mineral2;OmegaB5;Electrolyte9;ProteinB3;Vitamin1
Beef_2,2276,Mineral2;ProteinB3;Fiber4
Bread_3,2208,Antioxidant8;Fiber4;Enzyme7;Vitamin1;Protein3;ProteinB3;MineralB2;Nutrient10;VitaminB1;FiberB4
Banana_4,2216,Protein3;Fiber4;Omega5;FiberB4;Vitamin1;Nutrient10;Electrolyte9;VitaminB1;Amino6;OmegaB5
Carrot_5,2025,Electrolyte9;FiberB4;OmegaB5;Protein3;Vitamin1;ProteinB3;Mineral2;MineralB2;VitaminB1;Omega5
Banana_6,2345,Enzyme7;Mineral2;Nutrient10;Fiber4;ProteinB3;VitaminB1
Tomato_7,2317,Enzyme7;VitaminB1;Nutrient10;ProteinB3
Chicken_8,2161,Fiber4;VitaminB1;MineralB2;Amino6;OmegaB5;Omega5;Enzyme7
Carrot_9,2343,Antioxidant8;Amino6;ProteinB3;Mineral2;Vitamin1;OmegaB5;MineralB2
Cheese_10,2275,Electrolyte9;Omega5;Protein3;Amino6;Mineral2;Fiber4
Grape_11,2145,Antioxidant8;FiberB4;Electrolyte9;MineralB2;Omega5
Bread_12,2413,VitaminB1;FiberB4;Electrolyte9
Walnuts_13,2477,OmegaB5;Protein3;Omega5;Mineral2
Salmon_14,2054,Omega5;OmegaB5;Nutrient10;Fiber4;Amino6
Banana_15,2351,Electrolyte9;Antioxidant8;Omega5;Vitamin1;Mineral2;Enzyme7;ProteinB3
Potato_16,2001,ProteinB3;Protein3;VitaminB1;Omega5;FiberB4;Antioxidant8;Electrolyte9;Enzyme7
Banana_17,2004,Mineral2;MineralB2;Protein3;Electrolyte9
Walnuts_18,2427,Nutrient10;Electrolyte9;Protein3;Enzyme7;ProteinB3;Vitamin1;Omega5;Amino6
Onion_19,2477,OmegaB5;Amino6;Fiber4
Grape_20,2127,Amino6;ProteinB3;Electrolyte9;Enzyme7
Apple_21,2383,OmegaB5;Fiber4;Protein3;ProteinB3;Enzyme7
Yogurt_22,2091,ProteinB3;Enzyme7;OmegaB5;VitaminB1;Fiber4;Omega5;Protein3;Mineral2
Salmon_23,2446,FiberB4;Antioxidant8;Fiber4
Almonds_24,2418,Amino6;Omega5;ProteinB3;Fiber4;MineralB2;Vitamin1;VitaminB1;Enzyme7;Protein3;Antioxidant8
Apple_25,2035,Amino6;VitaminB1;Electrolyte9;Enzyme7;FiberB4;ProteinB3;OmegaB5
Cheese_26,2059,Protein3;Nutrient10;Omega5;Vitamin1;Mineral2;FiberB4;Enzyme7
Banana_27,2373,Enzyme7;Nutrient10;Electrolyte9;Mineral2;OmegaB5;FiberB4;Fiber4;Omega5
Onion_28,2362,Vitamin1;Electrolyte9;ProteinB3;FiberB4;VitaminB1;Fiber4;Amino6;Enzyme7;OmegaB5
Milk_29,2471,Nutrient10;Amino6;VitaminB1;Mineral2;Omega5;Electrolyte9;ProteinB3;Enzyme7
Grape_30,2206,Electrolyte9;Protein3;Fiber4;Enzyme7;VitaminB1;MineralB2;FiberB4
Beans_31,2291,Enzyme7;Electrolyte9;Vitamin1;Omega5;MineralB2;Fiber4;OmegaB5
Onion_32,2296,Antioxidant8;OmegaB5;FiberB4;VitaminB1;Fiber4;Electrolyte9;ProteinB3;Protein3
Onion_33,2043,Electrolyte9;VitaminB1;FiberB4;Nutrient10;Amino6;Mineral2;Fiber4
Broccoli_34,2158,ProteinB3;Fiber4;Protein3;Vitamin1;MineralB2;FiberB4
Salmon_35,2312,Antioxidant8;Enzyme7;VitaminB1;Nutrient10
Beef_36,2367,Antioxidant8;Enzyme7;Fiber4;Protein3;VitaminB1;Vitamin1;Mineral2;FiberB4;Electrolyte9
Grape_37,2411,Vitamin1;Electrolyte9;Fiber4;Mineral2;Antioxidant8;Protein3;VitaminB1;Amino6;Enzyme7;ProteinB3
Lettuce_38,2417,FiberB4;Electrolyte9;Antioxidant8;Protein3;ProteinB3;VitaminB1;Omega5;Fiber4;Enzyme7
Walnuts_39,2141,VitaminB1;Fiber4;Omega5;Antioxidant8;Mineral2;ProteinB3;FiberB4;Nutrient10;Protein3;Enzyme7
Garlic_40,2276,Protein3;OmegaB5;Fiber4;Enzyme7
Eggs_41,2078,Mineral2;Enzyme7;FiberB4;Amino6;Electrolyte9;Antioxidant8
Yogurt_42,2031,FiberB4;Enzyme7;OmegaB5;Nutrient10;Vitamin1;MineralB2
Yogurt_43,2244,Amino6;Omega5;ProteinB3
Eggs_44,2436,Electrolyte9;MineralB2;FiberB4;OmegaB5;Nutrient10;Fiber4;Antioxidant8;VitaminB1;Protein3
Onion_45,2248,Enzyme7;Amino6;VitaminB1
Orange_46,2408,MineralB2;Protein3;Antioxidant8;FiberB4;Nutrient10;Electrolyte9;Vitamin1;Enzyme7;Omega5
Chicken_47,2339,Mineral2;VitaminB1;Enzyme7
Pasta_48,2443,Protein3;Vitamin1;Omega5;Enzyme7;Amino6;Fiber4;Antioxidant8;VitaminB1;OmegaB5;Nutrient10
Lettuce_49,2385,Omega5;FiberB4;Mineral2;Antioxidant8;Vitamin1;Electrolyte9;VitaminB1;Amino6;ProteinB3
Salmon_50,2035,ProteinB3;Vitamin1;Fiber4
