#UNIVERSE,Vitamin1;Mineral2;Protein3;Fiber4;Omega5;Amino6;Enzyme7;Antioxidant8;Electrolyte9;Nutrient10;VitaminB1;MineralB2;ProteinB3;FiberB4;OmegaB5;AminoB6;EnzymeB7;AntioxidantB8;ElectrolyteB9;NutrientB10;VitaminC1;MineralC2;ProteinC3;FiberC4;OmegaC5;AminoC6;EnzymeC7;AntioxidantC8;ElectrolyteC9;NutrientC10;VitaminD1;MineralD2;ProteinD3;FiberD4;OmegaD5;AminoD6;EnzymeD7;AntioxidantD8;ElectrolyteD9;NutrientD10;VitaminE1;MineralE2;ProteinE3;FiberE4;OmegaE5;AminoE6;EnzymeE7;AntioxidantE8;ElectrolyteE9;NutrientE10
#MAX_CALORIES,479385.47
Milk_1,2443,OmegaE5;Electrolyte9;AminoB6;Nutrient10;AminoE6
Lettuce_2,2424,ElectrolyteE9;FiberE4;AminoC6;MineralD2;Nutrient10;EnzymeD7
Tofu_3,2137,OmegaC5;ElectrolyteC9;Omega5;VitaminE1;Amino6;AminoC6;ProteinD3;AntioxidantB8;FiberC4
Beans_4,2486,VitaminC1;AntioxidantD8;Vitamin1;EnzymeE7;Amino6;NutrientC10;VitaminE1;ProteinE3;ProteinC3;Omega5
Orange_5,2273,FiberB4;AntioxidantC8;NutrientE10;MineralD2;AntioxidantB8;VitaminC1;ElectrolyteB9;MineralC2;AminoD6
Tofu_6,2066,MineralC2;FiberE4;Fiber4;Protein3;Enzyme7;VitaminE1;NutrientC10;Mineral2;Antioxidant8;VitaminB1
Chicken_7,2233,AntioxidantC8;ProteinB3;OmegaE5
Cheese_8,2451,VitaminB1;AntioxidantB8;Amino6;MineralE2;FiberC4;EnzymeB7;AntioxidantE8
Garlic_9,2340,Fiber4;AminoC6;VitaminE1;NutrientB10;EnzymeE7
Salmon_10,2386,AntioxidantC8;MineralE2;Amino6;AminoE6;Enzyme7;Vitamin1
Onion_11,2244,Electrolyte9;AntioxidantD8;OmegaB5;FiberD4
Lentils_12,2227,Vitamin1;OmegaE5;MineralC2
Milk_13,2061,OmegaE5;Electrolyte9;VitaminD1;Omega5;OmegaB5;OmegaC5;Amino6;Enzyme7;ProteinE3
Tomato_14,2188,Electrolyte9;OmegaC5;NutrientE10;MineralE2;FiberE4;Nutrient10;Omega5
Tofu_15,2288,NutrientD10;MineralE2;VitaminB1
Tofu_16,2179,VitaminE1;AntioxidantE8;Nutrient10;EnzymeC7;NutrientD10;FiberE4
Cheese_17,2440,Amino6;Enzyme7;Electrolyte9;Antioxidant8;AntioxidantD8;OmegaC5
Grape_18,2493,VitaminC1;Electrolyte9;AminoB6;AntioxidantB8;MineralE2;Amino6;AntioxidantE8;AminoD6;ElectrolyteD9
Grape_19,2369,NutrientE10;OmegaE5;Mineral2;ProteinE3;NutrientB10;FiberB4;FiberD4
Broccoli_20,2260,AntioxidantE8;AminoC6;ElectrolyteB9;MineralE2;Fiber4;AminoB6
Carrot_21,2197,AminoB6;MineralD2;VitaminE1;ElectrolyteD9
Yogurt_22,2270,FiberC4;VitaminC1;Electrolyte9
Apple_23,2440,FiberC4;OmegaD5;FiberE4;MineralB2;VitaminD1;Omega5;Mineral2;AntioxidantD8;OmegaE5
Garlic_24,2134,Protein3;Fiber4;AminoC6;ProteinD3;ElectrolyteB9;VitaminE1
Pasta_25,2256,AntioxidantC8;OmegaE5;AminoC6;Amino6;VitaminE1;OmegaD5;ElectrolyteE9;NutrientD10;Nutrient10
Orange_26,2042,Amino6;ProteinD3;FiberB4;Nutrient10;OmegaD5;VitaminC1;AminoC6
Almonds_27,2324,NutrientB10;OmegaE5;AntioxidantC8;EnzymeE7
Spinach_28,2122,AminoB6;Amino6;AntioxidantC8
Onion_29,2232,NutrientB10;ProteinE3;AntioxidantE8
Apple_30,2379,Antioxidant8;Vitamin1;AminoE6;Electrolyte9;OmegaE5
Corn_31,2083,ProteinC3;FiberD4;ElectrolyteE9;EnzymeE7;EnzymeB7;VitaminB1;FiberC4;Electrolyte9;AntioxidantB8;Antioxidant8
Tomato_32,2460,MineralC2;AntioxidantC8;AntioxidantB8
Cheese_33,2032,AminoE6;EnzymeD7;VitaminE1;Omega5;MineralD2;NutrientC10;ProteinD3
Apple_34,2028,EnzymeD7;VitaminB1;FiberC4;ElectrolyteE9;EnzymeB7;Enzyme7;NutrientE10;Antioxidant8;OmegaB5;ProteinD3
Cheese_35,2022,AminoB6;Protein3;VitaminD1
Lettuce_36,2196,MineralB2;Protein3;AminoD6;AminoE6;AntioxidantE8
Lentils_37,2214,VitaminC1;AminoB6;EnzymeC7;EnzymeE7;NutrientE10;AntioxidantB8
Yogurt_38,2039,Antioxidant8;ProteinD3;FiberE4;Fiber4;MineralB2;OmegaB5;FiberD4;Protein3
Orange_39,2035,ElectrolyteB9;NutrientB10;VitaminC1;Amino6;AminoD6;NutrientC10;Vitamin1;FiberC4;ProteinB3;NutrientE10
Corn_40,2401,AntioxidantE8;NutrientD10;AminoB6;NutrientC10;FiberC4;AntioxidantD8;MineralD2
Apple_41,2397,EnzymeE7;OmegaD5;AminoB6;Nutrient10;Vitamin1;EnzymeC7
Spinach_42,2119,VitaminE1;OmegaE5;Vitamin1;MineralC2;AntioxidantE8;ProteinE3;OmegaC5;NutrientB10
Carrot_43,2105,EnzymeC7;MineralD2;Fiber4;Nutrient10;AminoE6;AntioxidantB8
Orange_44,2022,FiberD4;EnzymeC7;OmegaE5;FiberC4;NutrientC10;Amino6
Banana_45,2048,VitaminE1;AminoC6;Omega5;AntioxidantD8;EnzymeD7
Garlic_46,2222,AminoB6;ElectrolyteB9;EnzymeB7;VitaminC1;AminoC6
Spinach_47,2425,VitaminC1;ElectrolyteC9;AntioxidantB8;OmegaB5;Omega5;ProteinB3;Electrolyte9;AntioxidantD8
Eggs_48,2079,VitaminB1;ElectrolyteC9;NutrientC10;VitaminC1
