#AIRPORTS,JFK;LAX;ORD;DFW;DEN;SFO;SEA;LAS;MCO;EWR;CLT;PHX;IAH;MIA;BOS;MSP;FLL;DTW;PHL;LGA;BWI;SLC;SAN;DCA;IAD;MDW;TPA;PDX;STL;HNL;AUS;BNA;OAK;MSY;RDU;SJC;SMF;SNA;PIT;CVG;CMH;IND;MCI;BDL;BUF;OMA;ONT;ANC;ABQ;TUS
RDU,CVG,1,563
LGA,RDU,3,378
BWI,PDX,4,508
SJC,IAH,4,540
BWI,ABQ,5,91
AUS,HNL,6,546
PDX,SLC,6,217
RDU,MCI,6,189
ANC,PHX,7,241
BWI,DEN,7,95
SFO,SNA,8,487
SLC,SAN,9,104
CLT,SEA,10,419
LAX,TUS,10,165
STL,MCO,11,214
SAN,BWI,13,230
CMH,IAD,15,370
MCO,MSY,15,476
JFK,SEA,16,265
DFW,IAD,17,509
SLC,MSP,17,314
SAN,ORD,18,519
TUS,DTW,18,483
SEA,ONT,19,93
SEA,HNL,19,254
SLC,BWI,19,345
PHL,EWR,20,467
SFO,DCA,21,476
DCA,PDX,22,363
STL,SEA,22,617
MCO,MDW,23,584
MSP,MIA,23,343
PHX,SLC,23,148
TUS,SMF,23,176
PHL,DFW,26,559
SJC,DTW,26,331
TPA,ORD,26,346
AUS,BOS,27,118
ABQ,SEA,30,613
BUF,AUS,30,459
BDL,BUF,31,100
SFO,CVG,31,552
ABQ,PIT,33,158
DEN,ANC,33,592
PHL,MCO,33,514
BNA,CMH,34,440
DCA,MSP,34,156
SNA,BDL,36,413
ANC,LGA,37,101
STL,PDX,39,305
SFO,MSY,41,316
DFW,PHL,42,507
SNA,BWI,42,297
DEN,LGA,43,442
EWR,IAH,43,586
DTW,HNL,44,403
IAH,SEA,45,443
MSY,STL,45,226
OAK,HNL,45,422
DFW,SLC,47,395
MCO,DFW,48,531
BUF,DCA,49,396
FLL,TPA,49,477
BNA,AUS,50,373
ORD,AUS,51,208
IAD,SEA,52,651
MCO,LAX,53,617
SFO,ABQ,53,193
MSP,SJC,54,553
DTW,DEN,57,469
RDU,SFO,57,623
CMH,HNL,58,332
DEN,SEA,59,590
JFK,HNL,59,398
SJC,MCI,60,254
MDW,JFK,61,581
FLL,BOS,62,246
MIA,MCO,62,586
JFK,SLC,63,381
CMH,LAS,64,404
BDL,ORD,67,168
DFW,DTW,67,346
MSY,IND,68,248
ANC,LGA,69,481
BWI,MIA,69,275
MSP,PHL,69,247
IND,OAK,70,643
FLL,SMF,71,485
DFW,SMF,72,611
MDW,BDL,72,384
OAK,CLT,72,615
IAH,CVG,73,231
PHX,MDW,73,285
BNA,MDW,74,669
STL,BDL,74,409
ONT,TPA,75,569
BDL,ORD,76,274
PDX,BUF,79,455
PHX,DTW,79,234
AUS,ABQ,80,336
DCA,OAK,80,376
PIT,LGA,80,216
JFK,ORD,82,155
JFK,MCI,84,221
HNL,SLC,85,649
SNA,MCI,85,465
AUS,DCA,87,438
DFW,JFK,87,215
MCO,BWI,87,549
MCO,HNL,89,233
DTW,LAX,90,610
MSY,SLC,90,605
BNA,CLT,91,430
IAD,IAH,91,256
JFK,OMA,93,260
DEN,JFK,94,652
LAX,DTW,94,178
LAX,TUS,95,438
MSP,PIT,96,186
ORD,STL,96,530
ORD,BNA,97,426
SMF,SJC,97,302
LAS,DCA,99,484
SJC,FLL,99,227
SJC,DTW,103,307
DTW,BDL,106,296
AUS,SLC,108,544
DEN,SJC,109,348
IAD,DCA,109,436
SEA,CLT,109,277
MCO,BDL,110,466
PHX,LGA,110,204
DCA,TPA,111,487
BOS,ANC,112,450
LAX,ABQ,112,186
MSP,LAX,112,558
JFK,MSP,113,261
RDU,OAK,114,656
SFO,EWR,114,219
ANC,MCO,115,358
DTW,ONT,115,504
BUF,DEN,117,669
DTW,IAD,118,240
PIT,PHL,118,383
STL,SFO,118,594
FLL,MDW,119,423
IAH,OMA,119,636
CLT,OMA,122,239
BUF,PHX,126,400
BWI,ONT,127,273
CLT,MSY,127,199
IAH,SEA,127,252
SLC,STL,127,443
TUS,AUS,127,303
MCO,MIA,128,475
MCO,ABQ,129,427
JFK,PHX,131,670
PDX,SLC,132,442
SAN,BWI,132,420
JFK,SMF,133,566
LGA,PDX,133,281
SMF,PHX,133,363
EWR,BNA,134,482
SLC,EWR,135,563
BUF,RDU,136,236
MSP,ANC,137,230
ONT,SJC,141,417
DFW,STL,142,597
FLL,BNA,143,724
SAN,PIT,147,311
MCI,LGA,148,523
HNL,MCO,149,492
FLL,OAK,152,282
BUF,MCO,153,564
AUS,DTW,157,395
CLT,MCO,159,237
DCA,STL,160,751
MSP,SEA,160,345
ORD,TPA,160,471
BNA,FLL,161,251
MSP,BOS,161,263
CVG,DCA,162,339
PHL,TPA,163,336
PIT,MCO,163,729
ANC,IAH,164,482
BWI,SFO,164,349
ABQ,IAH,165,690
BOS,FLL,165,258
DEN,BOS,165,229
MDW,IAD,167,592
SEA,BWI,167,612
MSY,MDW,171,417
SLC,DTW,171,259
MIA,SLC,172,717
RDU,OAK,173,439
STL,MCI,173,278
MIA,PDX,175,697
SFO,ANC,175,536
LGA,SFO,176,625
MIA,SFO,176,683
PHX,PHL,177,754
ORD,PHX,178,352
HNL,FLL,181,562
EWR,OAK,182,381
CVG,BDL,183,312
DTW,SJC,185,406
LAS,DTW,185,391
DEN,PHX,186,683
MSP,TPA,187,265
MCI,SMF,188,495
IAH,RDU,189,357
LAX,TPA,189,589
OAK,DEN,189,754
LAX,OMA,191,279
HNL,SLC,193,426
BWI,IND,194,507
ORD,SEA,195,431
SNA,PHL,195,258
IND,AUS,196,765
LAX,CMH,197,736
PHX,MIA,197,680
SJC,BDL,197,631
BUF,BOS,200,296
PDX,FLL,200,291
TUS,PDX,201,773
DCA,ANC,202,405
MDW,PHX,202,742
IND,IAH,204,632
BNA,IAH,205,379
BWI,PDX,206,308
IAD,BDL,206,291
SAN,SFO,206,527
FLL,PIT,209,358
SFO,HNL,209,745
IAH,MIA,212,773
TUS,ONT,212,313
PDX,CVG,217,278
OAK,ABQ,218,608
PHL,MDW,221,799
DCA,ORD,223,794
JFK,SNA,224,571
FLL,TPA,226,773
BDL,FLL,227,526
BNA,PDX,227,369
IAH,OAK,228,615
MIA,EWR,229,323
STL,SEA,229,812
MCO,RDU,233,465
BWI,PIT,234,431
AUS,ABQ,235,560
LGA,CVG,235,778
SEA,SFO,236,368
JFK,SNA,238,494
CLT,MSY,241,400
FLL,BNA,241,430
ONT,IAD,241,614
AUS,STL,242,651
SFO,PDX,243,463
ORD,LAS,244,547
PIT,PHX,244,827
SNA,MCI,244,676
BNA,BOS,245,535
SLC,IAH,247,750
BWI,LAS,248,844
SNA,ONT,250,755
ABQ,SAN,252,461
OAK,SEA,253,356
STL,LAS,254,408
HNL,ORD,255,745
SAN,AUS,255,489
BOS,BWI,257,338
CLT,CVG,259,576
MDW,ABQ,259,433
BDL,CMH,260,487
MCI,PHX,260,523
SNA,SAN,261,439
DFW,PHL,263,545
LGA,EWR,263,620
MSP,SEA,264,839
EWR,JFK,266,340
CLT,SFO,269,635
CMH,SLC,269,363
FLL,SEA,270,684
MDW,MIA,270,393
PHX,MSP,270,464
CLT,SEA,271,542
CLT,BWI,272,492
JFK,CLT,272,742
FLL,TPA,273,726
IAH,BWI,273,550
ANC,CLT,274,546
BWI,DCA,274,335
IAD,BDL,276,780
LAS,HNL,277,652
FLL,BUF,278,699
LAS,MSP,278,342
MSP,SJC,278,371
ONT,LGA,279,803
IAD,BWI,281,575
IAD,PHL,281,584
SMF,CLT,281,712
IAD,EWR,283,558
MDW,MCO,283,787
TUS,IND,284,655
STL,CLT,285,549
BUF,MCI,289,694
LGA,EWR,290,371
MDW,TUS,290,811
DEN,PHL,291,514
ANC,PIT,292,455
DTW,MCI,292,719
SMF,CMH,292,420
ABQ,IAH,293,552
JFK,AUS,294,580
DFW,LGA,295,808
MCI,DCA,296,764
LAS,TPA,298,498
DFW,CLT,299,651
CVG,DTW,300,809
DTW,SMF,301,622
PHL,DFW,301,368
AUS,MIA,302,585
EWR,IND,302,798
SMF,MSY,302,553
BDL,DFW,303,640
OMA,PIT,303,682
SEA,ORD,304,435
CMH,ANC,308,382
AUS,TUS,310,684
MCO,BNA,310,554
STL,MCO,310,858
CLT,PIT,313,691
DEN,AUS,314,755
DCA,HNL,315,589
LAX,DFW,316,596
ONT,IAD,316,560
PDX,OMA,318,440
SLC,SFO,319,397
JFK,DFW,320,590
ORD,SMF,321,777
ORD,MCO,321,663
PHL,IND,321,578
MIA,LAX,322,454
LGA,ONT,323,409
LGA,TPA,323,609
AUS,SLC,324,886
BOS,HNL,325,880
MSY,MCI,325,452
IND,ANC,327,798
PHL,BOS,328,651
MSY,ABQ,330,690
STL,SEA,332,400
EWR,LAS,334,414
PHL,BWI,335,500
BWI,CMH,336,879
MSY,MIA,339,662
LAX,DCA,341,924
PHL,MIA,341,809
BNA,IND,342,596
DCA,CMH,342,743
PDX,MCO,342,595
TPA,LAS,345,876
ABQ,ANC,346,863
DFW,SEA,346,589
MDW,AUS,346,538
MSP,IAH,346,751
CLT,SNA,348,743
EWR,LAS,349,418
IAD,PHL,349,471
OAK,PHX,349,894
ORD,CVG,349,833
BUF,SNA,351,753
DCA,AUS,351,920
FLL,BDL,351,821
PDX,CMH,351,811
IAD,ORD,352,879
SNA,SFO,352,798
MCO,MDW,353,666
EWR,SEA,354,633
ONT,CVG,354,762
ANC,PDX,355,587
SAN,BDL,355,763
ANC,CLT,356,693
PDX,PHL,358,656
BUF,CMH,360,699
ANC,ABQ,362,762
PHL,AUS,365,714
PHL,MSP,366,578
IAH,DTW,367,784
DFW,SMF,368,792
SMF,SLC,368,743
IAD,MDW,371,966
MDW,AUS,372,445
ONT,BUF,372,497
BUF,DCA,374,677
CMH,MIA,374,936
LGA,PHL,374,649
BOS,OMA,375,560
PDX,MDW,375,887
ANC,SEA,376,845
DTW,SEA,376,754
BNA,SLC,377,525
CVG,PHL,378,937
DFW,TPA,378,879
LGA,OAK,378,558
MIA,OMA,378,623
BWI,MSY,380,872
IAH,MCI,380,472
PHX,SAN,380,907
SLC,IAD,381,482
DCA,SLC,382,852
SFO,JFK,382,474
IAD,PIT,383,469
BOS,SMF,384,748
BOS,SAN,384,636
AUS,BNA,385,574
IND,MSY,386,468
EWR,DCA,387,915
ORD,PHL,387,621
IAH,BNA,388,667
OMA,SMF,388,582
IND,HNL,389,517
FLL,BDL,391,618
SMF,TPA,392,671
MDW,AUS,393,504
ORD,AUS,393,810
CVG,EWR,394,523
MCO,SNA,394,797
MSY,AUS,396,632
PDX,FLL,398,990
LAX,DTW,399,938
CMH,ORD,400,542
IAH,OMA,400,950
PHX,IAH,400,990
RDU,SAN,400,550
AUS,MIA,401,603
MCO,SAN,401,863
MIA,DCA,401,478
SFO,MSY,401,828
CMH,AUS,402,676
PIT,BUF,402,937
AUS,TUS,405,528
TUS,PIT,405,832
MSP,BOS,406,473
PDX,ORD,407,977
BWI,STL,408,503
LAX,HNL,411,850
LAX,SEA,412,518
CVG,DFW,413,504
PDX,ABQ,416,612
MCI,OAK,417,995
MIA,STL,417,575
ANC,BOS,418,728
BWI,BDL,418,480
MCI,BDL,418,832
OMA,MDW,420,730
BWI,BNA,421,985
HNL,IAH,421,1006
SNA,RDU,421,604
TUS,DFW,421,998
ABQ,OMA,422,694
SJC,DEN,422,809
SJC,BNA,423,930
SMF,DEN,426,699
LAS,TPA,427,687
MCO,BDL,430,945
PHX,IAH,430,797
PHX,CMH,430,790
FLL,MCI,431,749
MCO,MSY,431,986
BUF,PHL,432,778
IND,ONT,432,865
LAS,ANC,433,879
AUS,BUF,434,710
LAX,RDU,434,531
LGA,MSP,436,523
BDL,LAX,438,738
PDX,SFO,438,856
TPA,SMF,438,1022
FLL,SAN,439,946
MCI,DCA,439,1037
TUS,JFK,442,1025
CVG,ANC,445,588
BDL,SFO,446,568
SEA,ABQ,446,540
DEN,OAK,449,796
EWR,OAK,449,807
EWR,MSP,449,557
SMF,TPA,449,854
AUS,MCI,450,633
EWR,IAH,450,999
IAH,DTW,453,950
DCA,PDX,454,1025
BDL,BUF,455,895
EWR,BNA,456,568
IND,BNA,457,1048
MIA,SAN,457,911
ONT,LAX,457,676
OMA,BNA,458,988
OMA,BUF,459,778
HNL,IAD,460,918
SJC,STL,460,707
LGA,SFO,461,677
LAX,DEN,463,538
MSP,SNA,465,1022
BOS,IND,467,777
DEN,CMH,468,592
SFO,RDU,470,699
CLT,SAN,472,1052
OMA,MDW,473,1000
SLC,IAH,474,901
SMF,OAK,474,654
ANC,IAD,476,785
DFW,ANC,476,1075
PHX,LAS,476,934
MIA,LAX,480,751
FLL,TPA,483,624
LGA,DFW,483,722
MIA,DEN,483,902
SMF,HNL,484,639
LGA,IAH,485,549
TPA,BWI,486,994
DCA,SFO,489,679
IND,HNL,490,668
MCI,ABQ,490,1021
BNA,CVG,491,765
BUF,FLL,491,799
CMH,SJC,493,628
MCI,AUS,493,655
DTW,BWI,494,740
MSP,LGA,494,649
OAK,RDU,495,899
BUF,DEN,496,832
CMH,ABQ,498,993
JFK,SAN,498,890
SLC,ANC,498,815
LAS,PHX,500,670
STL,CVG,500,601
LGA,MIA,501,976
SNA,BOS,503,948
LGA,ANC,504,570
PHL,DCA,505,917
SJC,ONT,506,599
BOS,MSY,507,878
IAD,TUS,508,1105
JFK,RDU,508,908
CVG,RDU,509,760
SEA,ABQ,510,795
TPA,PHX,511,854
SEA,TUS,512,611
ANC,HNL,513,628
BNA,MIA,513,627
MIA,SNA,513,927
SFO,SEA,513,987
OMA,PHL,517,917
SMF,IAD,518,738
TPA,DTW,520,1079
BWI,ANC,521,894
BNA,BUF,522,1031
PDX,MCO,524,1124
AUS,MCI,526,598
LAX,AUS,528,590
MSP,TUS,528,862
SJC,OAK,528,668
BNA,SAN,529,1056
DCA,SFO,530,1115
HNL,BNA,531,1098
SMF,IND,531,873
DTW,SMF,533,1086
SLC,IAD,534,680
SNA,JFK,535,1122
ANC,MCO,537,832
PHX,IAH,537,1104
SJC,TUS,539,666
ONT,SFO,541,703
DTW,MCO,542,691
TPA,IAD,542,1122
BDL,CLT,543,987
CVG,HNL,543,640
FLL,BWI,543,1071
FLL,BWI,543,1014
RDU,PHX,543,863
MSP,MIA,545,1061
BOS,CLT,546,1101
RDU,BDL,547,889
DEN,OAK,548,610
STL,DTW,548,974
DEN,DFW,551,756
IAH,PHX,551,1083
JFK,STL,552,943
ANC,IAD,554,614
DEN,MIA,554,868
HNL,IND,554,678
SEA,JFK,555,908
SJC,LGA,555,756
BUF,IAD,556,1084
OMA,MDW,556,752
BNA,MDW,558,922
MSP,FLL,559,629
LAS,TUS,563,920
MCO,SEA,564,1116
EWR,ANC,565,936
MCI,MCO,566,1123
PHX,SLC,566,1018
BWI,SAN,570,1012
CVG,ABQ,570,949
SNA,CMH,571,1158
ABQ,DEN,572,1168
AUS,PHX,572,747
BUF,SFO,572,653
SLC,MIA,573,704
ORD,OAK,575,1162
BUF,MSP,577,678
SMF,MSY,578,995
BDL,TPA,579,668
LGA,BNA,580,894
BOS,JFK,581,783
FLL,LAS,585,1047
TUS,LAX,585,920
MSP,MIA,586,1025
ORD,OAK,586,1111
SJC,MDW,586,848
DTW,SJC,589,1010
LAS,OMA,590,1158
PHL,TUS,590,1110
SMF,SEA,591,1176
SFO,BUF,593,736
PHL,CVG,594,739
SMF,ABQ,594,682
BNA,CLT,595,944
CVG,CMH,595,888
BDL,SAN,597,1191
BNA,MCI,598,715
FLL,TPA,598,781
STL,PHX,599,1062
EWR,IAD,601,1134
MCI,TUS,601,1072
CMH,BDL,603,1075
JFK,IAD,603,1063
SEA,STL,603,947
SLC,JFK,603,964
TPA,SLC,604,935
PIT,OMA,605,1060
SNA,PIT,605,1150
BOS,MDW,606,729
CMH,BOS,606,1143
DTW,IAD,608,729
MDW,SNA,608,1061
MSP,SAN,608,1170
SEA,AUS,608,1110
ORD,OAK,609,935
SMF,SEA,609,1108
TUS,SNA,610,858
AUS,MDW,611,795
BUF,CVG,611,1145
IAD,OAK,612,758
ORD,LGA,612,695
IAH,PIT,613,924
EWR,TUS,614,1183
DCA,MSP,615,892
JFK,EWR,615,884
TUS,IND,616,849
OAK,BUF,618,810
SFO,SLC,618,707
CLT,DTW,619,1094
CMH,SMF,622,908
CMH,SFO,622,707
CMH,SJC,623,846
EWR,MCO,623,869
SFO,IND,623,842
SLC,DTW,623,1131
SEA,DTW,624,925
ORD,IAD,625,1168
SJC,DEN,625,702
MSY,IND,626,1109
SNA,TUS,626,1012
PIT,OMA,630,1160
LGA,HNL,631,1205
PIT,AUS,631,708
HNL,MCI,633,993
MCI,DEN,637,915
MSY,CVG,637,1104
AUS,RDU,638,844
MIA,BWI,638,1198
STL,BOS,639,1059
DFW,SAN,640,758
JFK,LGA,640,883
TUS,RDU,641,1200
BUF,EWR,644,961
STL,PHL,644,1079
TPA,FLL,645,958
DEN,CMH,647,1079
EWR,ONT,648,876
SJC,MIA,648,1036
LAS,SFO,649,929
LAX,TPA,649,1242
SNA,BNA,649,1208
DFW,BWI,650,959
MSY,SFO,651,781
ORD,PHL,652,1139
TUS,SEA,653,947
AUS,DTW,655,1074
OAK,IND,655,1145
OAK,LAX,656,1169
ONT,BDL,656,969
ORD,SFO,657,834
PDX,FLL,657,892
STL,MCO,658,1160
LAX,MSY,659,773
SMF,BDL,660,1054
DFW,BOS,661,859
JFK,TPA,664,1241
TPA,EWR,664,1179
SMF,MCI,665,1223
TPA,CMH,665,937
CLT,PHX,668,1034
ABQ,CVG,670,1254
EWR,ORD,670,1150
SLC,SAN,670,1059
SNA,TUS,670,837
BNA,PHL,672,1246
OMA,PHL,672,975
SAN,LAS,672,744
SLC,PIT,672,981
MSP,BWI,675,947
FLL,DTW,679,918
PDX,PIT,679,1062
FLL,OMA,680,1047
MIA,PHX,680,991
SLC,SMF,680,917
LAS,PDX,681,954
CVG,PHL,682,1229
FLL,PHL,682,1065
ONT,SAN,682,1148
SJC,BNA,682,1178
FLL,IND,683,1024
SEA,IAD,684,1022
SNA,MCI,685,946
SMF,MDW,687,1215
SAN,OAK,688,922
FLL,PHX,693,815
PDX,SFO,693,804
SEA,BWI,694,1101
ANC,CLT,696,996
MSP,OAK,697,946
ABQ,CLT,698,1189
FLL,PIT,700,1167
MSP,PHX,700,1209
IAD,RDU,701,1028
ANC,MSY,702,1045
IAH,SLC,702,816
DCA,EWR,703,930
STL,LGA,703,918
DCA,LAS,706,1194
LGA,SAN,706,1069
ANC,MCO,707,1000
ORD,IAD,708,822
SJC,SLC,708,959
MDW,BDL,709,933
DCA,SEA,710,1275
FLL,DCA,711,1183
MCO,CVG,711,997
BUF,SAN,714,840
ORD,JFK,714,818
CVG,DTW,715,1218
EWR,ABQ,719,1251
PIT,OAK,719,1175
MCO,LAX,720,906
OMA,SLC,720,932
MSY,PHL,721,1096
MDW,ANC,723,908
IAH,TPA,724,1138
PIT,TPA,724,874
CMH,BDL,725,870
IAH,IAD,726,968
BWI,JFK,727,811
LGA,OAK,729,895
SJC,SNA,729,1067
OAK,BNA,732,845
SMF,IND,732,1204
OAK,IAH,733,1112
CLT,MCI,734,1003
MSY,IAH,735,1148
CLT,BUF,736,1149
BNA,PHL,737,1012
MSY,MCO,738,1286
BUF,LGA,739,951
BNA,DEN,740,1009
MSP,SJC,741,869
PHL,DEN,741,1026
STL,RDU,741,1130
PHL,LAX,743,886
ANC,MCO,744,887
HNL,LAX,744,912
SFO,MIA,744,1222
BNA,SJC,745,1300
CLT,SAN,745,1140
PHL,MDW,747,941
BWI,SEA,751,955
SMF,SEA,751,1269
BDL,IAD,752,937
MCI,TPA,752,1220
MDW,SEA,753,1174
STL,RDU,753,1329
DTW,BDL,754,1210
MIA,MDW,754,934
ABQ,MCO,756,861
OMA,SFO,756,870
TPA,MCI,756,1026
DFW,OMA,758,885
DCA,BDL,759,1273
LGA,CVG,760,1191
ORD,BUF,760,1152
CMH,EWR,761,1360
CLT,DCA,763,1160
CLT,SNA,765,885
DCA,MSP,765,948
PIT,DCA,765,934
MCO,PIT,766,1353
BNA,PIT,769,1148
FLL,TPA,769,1302
LAX,MCI,770,863
ANC,IND,771,1068
ONT,RDU,771,1137
PIT,IAD,773,901
PHL,LGA,774,1071
OAK,SAN,775,1163
BOS,MSP,776,1349
AUS,PDX,778,1144
RDU,TUS,778,1242
PHX,BOS,780,853
PHX,OAK,780,1125
BDL,SLC,784,1012
DFW,JFK,784,926
ORD,SAN,787,1113
SNA,BUF,788,1316
DEN,TPA,789,1229
DTW,HNL,789,1160
BUF,ANC,790,1197
MCI,MIA,790,991
SEA,SJC,791,904
IAD,CLT,792,884
PHX,BOS,793,1237
HNL,DTW,794,1087
DTW,MCI,795,1285
BNA,MSY,797,890
BDL,MSP,798,1205
SAN,ORD,798,1365
SMF,BUF,798,961
IND,HNL,802,912
FLL,JFK,803,876
LAS,STL,803,1278
PDX,BNA,804,1402
HNL,SFO,805,900
BDL,BNA,806,1043
BNA,IND,807,1108
SFO,IAH,807,1007
SJC,SAN,807,1405
OMA,EWR,809,1026
SEA,OAK,809,926
TPA,DCA,812,1091
AUS,JFK,813,1003
MDW,MSY,813,1279
ABQ,BOS,814,975
PIT,DEN,816,1026
SMF,IND,818,1312
ANC,MSP,820,1242
TPA,BNA,821,911
IAD,ANC,822,1000
DCA,SMF,824,1053
PIT,AUS,824,1068
CMH,MSY,825,1224
EWR,ANC,825,938
PHX,ABQ,827,1406
STL,IAD,828,1424
BDL,DFW,829,1316
SLC,MSP,833,918
JFK,SMF,834,944
PHL,AUS,834,1216
OAK,FLL,835,1207
PHX,AUS,835,1037
BUF,MSP,838,906
FLL,JFK,838,1135
CLT,MDW,840,1045
PHX,MCO,840,1181
HNL,PIT,841,985
RDU,IAD,842,1217
OAK,MSP,843,1174
SAN,BNA,844,1338
OAK,PDX,845,1159
CMH,SLC,846,995
AUS,LGA,848,1419
IND,SJC,848,1227
MCI,FLL,848,1262
PHL,OMA,848,928
SEA,DFW,851,1405
OAK,DCA,855,1452
SAN,BUF,855,1348
SLC,HNL,855,1372
EWR,MCO,856,934
MCI,MIA,857,1381
SNA,MIA,858,1270
CVG,BWI,859,1172
IND,SLC,861,1445
LGA,SAN,861,1005
BOS,MIA,864,953
PDX,HNL,864,1198
CMH,BNA,866,1053
