#AIRPORTS,JFK;LAX;ORD;DFW;DEN;SFO;SEA;LAS;MCO;EWR;CLT;PHX;IAH;MIA;BOS;MSP;FLL;DTW;PHL;LGA;BWI;SLC;SAN;DCA;IAD;MDW;TPA;PDX;STL;HNL
FLL,MSP,0,347
EWR,PHL,1,338
LAX,FLL,8,208
BOS,IAD,9,586
HNL,SEA,9,136
SFO,LGA,10,499
SLC,FLL,10,478
SLC,SFO,10,154
DCA,SEA,13,376
IAD,DFW,13,149
PHX,LAX,14,153
TPA,PDX,15,118
IAD,LAS,16,82
MDW,DCA,20,299
PHL,CLT,23,575
HNL,SEA,24,284
DTW,DCA,31,454
STL,ORD,33,235
LAS,SFO,34,110
PHX,MDW,36,481
BOS,LAS,41,540
DEN,IAD,43,375
LGA,LAX,45,372
DTW,PHL,46,516
MCO,DFW,46,321
SFO,DEN,47,207
ORD,MSP,48,452
LAS,MCO,50,445
LAX,EWR,50,553
SEA,MSP,55,229
FLL,IAD,56,598
IAH,TPA,56,259
DFW,IAD,58,435
JFK,PHL,63,591
PDX,DFW,63,452
DFW,LGA,66,386
DTW,DEN,70,217
PHL,MSP,70,504
IAH,ORD,72,623
JFK,FLL,73,152
SLC,JFK,75,630
EWR,DTW,78,170
SAN,DCA,79,446
HNL,EWR,80,287
MIA,TPA,81,318
MSP,STL,81,546
TPA,LAS,83,530
HNL,STL,84,625
LAS,PHL,87,374
MSP,DTW,91,546
PHX,LAS,92,575
DTW,STL,95,532
MDW,SFO,96,290
LAS,STL,97,259
ORD,MSP,99,592
MSP,PDX,103,628
SFO,DTW,103,244
SLC,MDW,104,665
FLL,TPA,105,496
MDW,DEN,106,454
CLT,LAS,112,546
IAH,PHL,113,556
STL,HNL,114,360
BOS,DEN,119,453
MIA,IAD,121,503
PHL,SFO,121,490
MSP,IAH,124,359
HNL,TPA,125,632
TPA,SEA,125,668
JFK,PHL,129,529
DEN,HNL,130,657
HNL,DCA,130,241
PHL,BOS,130,373
IAH,IAD,132,284
ORD,SFO,132,488
STL,MSP,135,449
LAS,BOS,137,576
LAS,DCA,138,210
ORD,TPA,139,352
PDX,PHX,141,309
SLC,SEA,141,345
DEN,PHX,143,537
LAS,TPA,143,536
MCO,MDW,144,525
PHX,LAS,146,393
SLC,MIA,147,662
MIA,PDX,148,451
STL,LGA,148,702
CLT,TPA,149,497
DTW,IAH,149,495
LAS,LAX,150,645
CLT,DEN,151,211
LAX,MDW,151,580
PHL,EWR,155,282
PDX,ORD,158,231
DCA,PDX,159,253
SFO,DEN,159,391
DEN,MIA,161,251
MDW,IAH,162,556
SEA,HNL,163,458
LAX,MCO,166,269
DFW,MIA,170,519
IAD,SEA,170,749
IAH,PHL,171,667
PDX,LAX,173,394
PDX,LGA,174,253
BOS,LGA,176,405
SAN,PDX,178,543
ORD,SEA,179,541
BWI,PHX,181,315
DCA,JFK,182,595
DCA,MIA,186,690
HNL,CLT,186,269
HNL,IAH,187,447
JFK,ORD,188,275
LGA,SLC,196,361
MDW,STL,197,327
ORD,SLC,198,261
SEA,EWR,198,701
EWR,MDW,199,467
DTW,PHL,203,418
PHL,LAS,206,584
PHX,DCA,206,328
SLC,DEN,206,371
IAD,SEA,212,783
MSP,LGA,213,292
CLT,SLC,216,341
MIA,SFO,217,322
LGA,JFK,220,707
MIA,LAX,220,317
PHX,LAS,222,423
HNL,MDW,223,562
LGA,PHL,225,611
MIA,MDW,225,769
SAN,DFW,225,708
MIA,FLL,229,802
SFO,CLT,229,560
LAX,DEN,231,794
LGA,BOS,240,368
BWI,DFW,242,799
IAD,SFO,242,787
SFO,ORD,243,696
SFO,SAN,244,376
TPA,DFW,244,493
LAX,DTW,246,682
BWI,DTW,256,709
MCO,BOS,258,671
SAN,LGA,259,700
LAS,DTW,261,511
CLT,MDW,262,355
MCO,HNL,262,464
IAD,ORD,264,848
MDW,DTW,264,486
MSP,PHX,264,420
LAS,EWR,266,330
LGA,SAN,266,562
PHL,DEN,266,359
BOS,ORD,268,421
SEA,DTW,273,545
BWI,TPA,275,816
MSP,LAS,277,576
DEN,IAD,278,616
LGA,PHX,278,876
JFK,PHX,279,460
MIA,LAS,285,785
PHX,MSP,285,353
SEA,PHL,285,509
PHL,DEN,287,775
LGA,LAS,290,853
BWI,IAD,293,453
EWR,PHX,293,770
PHX,LGA,293,646
MIA,MDW,294,397
SAN,DCA,295,403
TPA,JFK,295,405
DFW,SAN,296,386
LAX,JFK,297,888
DTW,MCO,298,446
JFK,CLT,298,834
SEA,DTW,299,705
DTW,MCO,301,615
MDW,LAS,301,565
BOS,HNL,303,675
MIA,BWI,304,456
BWI,LAX,307,604
MCO,PHL,307,670
HNL,SAN,309,703
LGA,SAN,312,517
EWR,SAN,315,490
SLC,STL,315,843
BOS,HNL,316,597
PHX,MIA,320,729
CLT,DCA,324,799
PDX,LGA,325,557
SLC,MSP,326,784
HNL,DCA,328,588
DCA,IAH,332,456
DTW,MDW,338,873
MCO,MSP,340,570
SAN,MDW,341,685
SLC,MCO,344,859
MDW,SEA,354,835
JFK,ORD,355,603
SEA,PHX,355,770
TPA,DFW,355,729
BOS,DCA,358,816
SAN,STL,364,867
BOS,PHL,366,918
MIA,STL,366,848
MDW,DEN,375,647
LGA,DCA,376,920
LAX,ORD,377,964
MDW,JFK,379,533
SAN,PHL,381,704
SEA,STL,381,527
TPA,SEA,385,461
PDX,ORD,388,755
SFO,SLC,389,864
SFO,MSP,390,661
CLT,ORD,394,800
DCA,DTW,394,591
IAD,SLC,396,487
DTW,SLC,405,989
CLT,SLC,408,537
MSP,PHL,408,700
SFO,DFW,408,727
PDX,BWI,414,894
DFW,MSP,416,671
PHX,TPA,416,1013
MSP,MIA,420,934
LAX,TPA,423,636
MIA,MSP,430,535
DFW,BOS,433,801
IAD,DEN,435,995
PDX,MSP,439,695
LGA,FLL,441,656
BOS,DFW,447,978
DTW,IAH,449,693
TPA,SFO,449,774
IAH,DEN,451,608
MDW,IAH,451,897
PDX,MDW,451,839
SFO,DFW,456,857
DEN,SFO,460,620
SLC,DEN,462,1040
CLT,DFW,464,1023
LAS,PHL,468,592
EWR,PHL,469,706
IAD,MIA,470,1056
BOS,EWR,471,924
DCA,IAD,471,758
MCO,MSP,473,613
DFW,TPA,477,806
MIA,HNL,494,823
FLL,PHL,496,783
SLC,STL,496,953
HNL,BWI,497,1044
DFW,SFO,499,669
DTW,MIA,499,1017
IAD,MIA,500,1012
LAX,SLC,500,611
MIA,FLL,501,902
PHL,LAX,501,688
MIA,JFK,503,1079
MSP,SFO,503,759
DEN,SAN,504,725
CLT,IAH,508,829
MIA,PHL,510,580
STL,MIA,510,939
LGA,SAN,511,611
SAN,BOS,512,999
EWR,LGA,513,1092
CLT,PHL,514,707
SFO,DFW,514,741
LGA,DEN,515,695
MCO,LAX,516,903
SLC,MSP,516,1087
CLT,SLC,517,774
PDX,DTW,518,942
STL,IAD,518,1010
LGA,IAD,522,1039
DCA,TPA,523,623
MCO,SFO,525,722
EWR,PHX,532,929
LGA,TPA,532,916
SFO,SEA,532,1008
SLC,HNL,536,962
SEA,LAX,537,1070
SLC,JFK,539,897
HNL,DTW,540,674
MSP,SLC,551,1001
DCA,PHL,555,698
MDW,MSP,558,983
LGA,MSP,562,952
LAX,TPA,563,767
SFO,PHX,565,914
LAS,MIA,566,969
IAD,MDW,567,1089
FLL,PHX,569,1109
SFO,BOS,572,663
EWR,MDW,573,755
MSP,SFO,574,837
HNL,DEN,575,667
IAD,DCA,575,842
BOS,TPA,586,1097
IAH,MIA,589,925
LAX,LAS,589,862
IAD,FLL,592,1170
SLC,LAX,595,680
STL,LAX,596,1119
DCA,IAD,597,870
ORD,EWR,597,958
CLT,HNL,598,891
MCO,LGA,600,706
DFW,MIA,607,801
HNL,CLT,608,766
LAX,DFW,609,827
MSP,SAN,610,998
HNL,MCO,611,691
IAH,TPA,611,795
SFO,STL,613,944
ORD,IAD,615,1159
SEA,JFK,616,1024
DEN,HNL,619,1017
DFW,IAH,629,824
SFO,CLT,632,1078
JFK,MIA,633,1192
MCO,CLT,634,928
CLT,LAS,638,892
STL,EWR,638,1079
MCO,MSP,640,1216
PDX,FLL,643,1207
BOS,HNL,644,1054
DTW,DCA,645,1186
FLL,MIA,645,762
MIA,MDW,645,1170
BOS,MDW,646,980
STL,LGA,648,960
DFW,PHL,651,948
PDX,SFO,652,1009
IAD,SFO,653,957
SEA,JFK,656,745
DEN,PHX,657,1068
TPA,LAS,660,1178
IAH,FLL,661,1240
HNL,LAX,662,928
DTW,MSP,663,1213
IAD,HNL,664,1116
MIA,EWR,666,1112
PHX,ORD,667,884
STL,IAH,667,1046
ORD,MSP,668,1127
EWR,MIA,669,891
DTW,HNL,672,788
LAS,BWI,673,1179
PDX,SLC,674,1071
CLT,ORD,677,920
ORD,FLL,682,1070
LAS,PDX,683,1004
MSP,DEN,684,1032
DEN,SEA,685,868
SFO,HNL,685,758
TPA,MSP,686,811
FLL,PHL,687,1279
JFK,DTW,688,786
MDW,SFO,692,1013
PDX,STL,693,944
LGA,TPA,695,1076
BWI,EWR,696,1212
PHX,IAD,697,931
SLC,LGA,697,894
MIA,DTW,698,771
CLT,JFK,699,966
PHL,SFO,699,1120
SAN,DFW,699,1049
SFO,LAX,700,783
STL,LAX,702,921
TPA,MCO,702,1144
STL,FLL,704,924
MCO,DEN,708,1170
PHX,MSP,708,852
PDX,MSP,710,1260
DFW,SLC,711,1203
PHL,IAD,712,1040
BOS,EWR,718,1282
LAS,BOS,718,987
LAS,LAX,721,1091
PHX,BOS,721,1287
TPA,SFO,721,1218
MSP,MCO,722,1029
DEN,SLC,725,1023
DTW,FLL,728,839
SFO,LAX,728,1059
DCA,SAN,732,1189
PHL,TPA,735,1223
EWR,BWI,736,822
LAX,SEA,740,1140
SFO,CLT,740,1231
MCO,PHX,743,960
TPA,PDX,743,1129
LGA,MIA,745,1305
CLT,EWR,746,944
HNL,LGA,749,1167
PDX,CLT,750,826
EWR,MIA,753,1125
STL,SAN,754,1260
EWR,IAH,756,964
MDW,DCA,759,1350
SLC,IAD,759,896
SFO,MIA,760,1056
BWI,DCA,762,1106
DCA,EWR,762,991
LAS,MCO,762,895
DEN,JFK,763,1297
MCO,LAX,764,1189
SLC,LGA,764,1220
PDX,JFK,766,1255
MCO,PHL,767,1255
LGA,PHL,768,1059
MCO,TPA,769,954
PDX,DFW,771,1296
FLL,STL,772,1203
SLC,SFO,773,1214
SAN,STL,774,1127
FLL,SFO,775,951
PHL,FLL,776,1330
LAX,MCO,778,1116
DEN,MCO,782,1178
DFW,LAX,782,954
LAS,IAH,782,1147
MSP,DCA,783,1302
PHX,EWR,784,921
MSP,DEN,787,1187
SFO,ORD,794,1175
LAS,FLL,795,888
MDW,DTW,798,1117
MIA,DFW,798,966
DTW,HNL,799,1080
IAH,ORD,802,1332
TPA,PDX,802,1392
EWR,MCO,805,1037
MSP,JFK,805,890
SLC,BOS,805,1055
MDW,SLC,807,980
MIA,SLC,807,951
PHX,SLC,807,1265
LAS,SAN,808,1397
CLT,SEA,811,1250
BWI,BOS,815,1113
LAX,EWR,817,1263
LGA,ORD,817,963
MSP,JFK,818,879
PDX,JFK,819,890
SLC,BWI,819,1152
IAD,PHL,821,1037
BWI,DEN,824,1261
MDW,DFW,828,1345
PDX,MIA,831,971
SEA,MSP,835,1422
MCO,PHX,837,907
DFW,DEN,839,1394
DCA,DFW,841,1084
DEN,BOS,841,1152
SEA,PHX,842,1322
PHL,STL,848,1013
DFW,JFK,849,1417
LAX,PHX,849,1311
MSP,SEA,849,1266
SAN,BWI,850,1379
MCO,LGA,851,1027
JFK,DEN,858,1252
SEA,MIA,859,1345
MCO,SAN,860,1210
STL,CLT,862,951
IAH,SEA,863,1171
IAH,LAX,864,1113
JFK,LAX,864,1263
MCO,CLT,866,1168
CLT,PHX,869,1385
STL,EWR,875,1033
MCO,BOS,876,1151
PDX,SAN,877,1338
IAD,LGA,880,1438
DEN,FLL,881,1373
SEA,STL,884,1008
SFO,JFK,884,1125
SLC,IAH,884,1125
DCA,TPA,889,1141
PHX,MSP,890,1185
PHL,DTW,897,1374
ORD,PHX,899,1077
SEA,STL,907,1499
ORD,SEA,908,1307
DEN,LAS,909,1163
PHL,LAX,910,1412
PHX,BWI,914,1362
STL,FLL,915,1110
EWR,DCA,922,1230
SEA,SLC,922,1321
LAS,MCO,925,1009
PDX,SEA,925,1245
LAS,HNL,928,1165
MSP,IAD,929,1129
ORD,LAX,931,1029
IAD,CLT,932,1438
MIA,SFO,937,1298
MIA,MCO,939,1531
JFK,SAN,941,1353
EWR,SAN,942,1300
ORD,SEA,942,1456
DEN,EWR,943,1144
CLT,JFK,947,1357
STL,LGA,948,1543
CLT,FLL,951,1320
LAX,BWI,953,1046
SAN,HNL,959,1280
HNL,TPA,960,1122
IAH,PDX,963,1278
DTW,BWI,966,1304
PHX,STL,967,1512
SLC,DEN,969,1287
SFO,JFK,970,1464
ORD,LAX,971,1448
DTW,LAS,972,1472
TPA,DTW,972,1176
FLL,LAS,973,1061
FLL,LAX,979,1141
MDW,DCA,980,1199
LAS,TPA,988,1055
PHX,IAH,990,1360
EWR,IAD,992,1251
TPA,ORD,992,1484
CLT,DCA,996,1530
STL,LAX,996,1531
STL,HNL,998,1371
TPA,SFO,999,1171
MSP,DCA,1000,1472
SFO,LGA,1001,1252
DCA,SAN,1002,1505
MSP,SAN,1002,1283
EWR,IAD,1003,1516
MDW,TPA,1004,1485
BOS,SFO,1006,1127
PHX,MSP,1006,1310
JFK,MDW,1007,1075
LAX,SEA,1007,1520
DTW,SFO,1011,1097
BOS,LGA,1013,1455
ORD,BOS,1013,1305
ORD,IAD,1017,1149
IAH,PHL,1018,1615
BOS,MDW,1024,1358
SFO,PHX,1025,1405
PHL,SLC,1028,1573
SEA,PDX,1030,1219
LGA,PHL,1031,1200
PHL,EWR,1031,1539
DEN,DCA,1036,1258
BOS,IAD,1037,1585
JFK,BWI,1038,1189
BOS,MDW,1040,1396
EWR,DCA,1047,1153
SAN,MSP,1048,1634
CLT,DTW,1050,1294
FLL,SLC,1051,1520
SAN,MSP,1052,1637
IAH,DTW,1054,1182
ORD,SAN,1054,1412
SAN,MCO,1056,1459
SFO,DEN,1057,1179
IAD,SFO,1059,1182
LGA,FLL,1059,1586
LGA,DTW,1064,1321
DCA,TPA,1065,1602
SEA,PHL,1065,1389
BWI,LAS,1066,1329
SAN,JFK,1069,1562
SLC,DFW,1070,1217
STL,DCA,1070,1658
CLT,IAD,1074,1421
FLL,SLC,1074,1599
DCA,DEN,1076,1452
HNL,LAS,1077,1186
SLC,DCA,1077,1461
STL,JFK,1077,1671
JFK,FLL,1079,1199
DTW,SLC,1081,1227
EWR,PDX,1081,1512
DCA,MSP,1082,1366
IAD,MCO,1086,1166
TPA,JFK,1087,1589
DFW,MSP,1088,1503
JFK,HNL,1089,1445
DTW,LAX,1090,1488
JFK,MIA,1092,1201
DTW,HNL,1093,1413
IAD,PHL,1096,1388
BWI,DTW,1097,1513
CLT,LAS,1097,1411
HNL,DEN,1099,1418
LAX,IAH,1101,1382
MDW,STL,1102,1558
DEN,PDX,1103,1475
FLL,SLC,1110,1452
LAX,EWR,1111,1345
MSP,ORD,1112,1315
HNL,PDX,1113,1656
DEN,STL,1114,1663
EWR,MCO,1116,1238
LGA,PHL,1116,1611
LGA,DEN,1116,1232
SAN,MDW,1119,1323
HNL,IAD,1120,1661
MIA,ORD,1124,1389
EWR,SLC,1127,1336
SLC,IAH,1127,1496
SLC,DTW,1132,1498
DEN,MCO,1134,1310
PDX,CLT,1134,1407
SFO,DFW,1134,1554
PHL,DCA,1137,1403
CLT,MDW,1139,1703
PDX,DFW,1142,1217
TPA,LAX,1142,1613
LAX,STL,1151,1495
PHX,DFW,1153,1698
SEA,IAD,1155,1465
JFK,PDX,1156,1624
PDX,ORD,1156,1243
SAN,MCO,1156,1671
SEA,HNL,1158,1254
MIA,IAD,1162,1511
DEN,MDW,1163,1246
FLL,TPA,1168,1649
SFO,PDX,1168,1296
DTW,JFK,1170,1691
CLT,LGA,1172,1581
SLC,DFW,1173,1701
JFK,HNL,1175,1460
SEA,BWI,1175,1479
PHL,DTW,1176,1529
DEN,EWR,1180,1498
LAS,TPA,1181,1622
MSP,DEN,1183,1556
CLT,JFK,1186,1543
LAX,PHX,1189,1658
PHX,BOS,1192,1473
SLC,SFO,1192,1738
HNL,DEN,1193,1725
PHL,DEN,1193,1788
BOS,MIA,1198,1578
EWR,SLC,1198,1587
PDX,LAS,1198,1470
MCO,LAX,1202,1624
IAH,IAD,1203,1610
DCA,IAH,1207,1575
EWR,LGA,1207,1399
MCO,ORD,1209,1282
SLC,HNL,1211,1736
DCA,DTW,1212,1412
SLC,HNL,1212,1752
MSP,SEA,1215,1443
FLL,LGA,1219,1739
LGA,JFK,1219,1557
PDX,STL,1219,1652
TPA,PHL,1220,1395
LGA,TPA,1222,1297
DFW,MDW,1228,1763
FLL,PHX,1230,1800
DFW,MCO,1231,1783
IAH,SEA,1232,1784
IAH,MCO,1233,1814
SAN,DEN,1234,1771
DFW,PHX,1235,1557
DFW,LAX,1237,1546
IAH,LGA,1237,1626
SAN,MDW,1241,1493
EWR,DCA,1244,1478
EWR,ORD,1245,1629
MIA,IAH,1245,1648
MIA,CLT,1248,1381
SEA,PDX,1249,1566
STL,LAX,1249,1627
BOS,LGA,1250,1500
SEA,IAH,1250,1827
DTW,MDW,1251,1770
IAH,BOS,1253,1632
BWI,CLT,1254,1831
PDX,SEA,1256,1430
SLC,DEN,1258,1521
SLC,IAD,1258,1714
SFO,BOS,1261,1349
IAH,DCA,1262,1526
MDW,SEA,1262,1390
LAS,CLT,1264,1664
MDW,DFW,1266,1765
PHX,DEN,1267,1713
TPA,LGA,1267,1590
MDW,DTW,1271,1798
IAD,SAN,1273,1744
IAH,MDW,1277,1402
MIA,BOS,1277,1338
CLT,DFW,1284,1832
DTW,PDX,1286,1703
DFW,LAX,1288,1639
DCA,LAS,1290,1702
PHL,SEA,1291,1588
HNL,BOS,1292,1574
TPA,DEN,1293,1714
DTW,IAD,1295,1452
BOS,PHL,1296,1831
FLL,MDW,1296,1806
SEA,STL,1296,1533
