#UNIVERSE,Vitamin1;Mineral2;Protein3;Fiber4;Omega5;Amino6;Enzyme7;Antioxidant8;Electrolyte9;Nutrient10;VitaminB1;MineralB2;ProteinB3;FiberB4;OmegaB5;AminoB6;EnzymeB7;AntioxidantB8;ElectrolyteB9;NutrientB10;VitaminC1;MineralC2;ProteinC3;FiberC4;OmegaC5;AminoC6;EnzymeC7;AntioxidantC8;ElectrolyteC9;NutrientC10;VitaminD1;MineralD2;ProteinD3;FiberD4;OmegaD5;AminoD6;EnzymeD7;AntioxidantD8;ElectrolyteD9;NutrientD10;VitaminE1;MineralE2;ProteinE3;FiberE4;OmegaE5;AminoE6;EnzymeE7;AntioxidantE8;ElectrolyteE9;NutrientE10;VitaminF1;MineralF2;ProteinF3;FiberF4;OmegaF5;AminoF6;EnzymeF7;AntioxidantF8;ElectrolyteF9;NutrientF10;VitaminG1;MineralG2;ProteinG3;FiberG4;OmegaG5;AminoG6;EnzymeG7;AntioxidantG8;ElectrolyteG9;NutrientG10;VitaminH1;MineralH2;ProteinH3;FiberH4;OmegaH5;AminoH6;EnzymeH7;AntioxidantH8;ElectrolyteH9;NutrientH10;VitaminI1;MineralI2;ProteinI3;FiberI4;OmegaI5;AminoI6;EnzymeI7;AntioxidantI8;ElectrolyteI9;NutrientI10;VitaminJ1;MineralJ2;ProteinJ3;FiberJ4;OmegaJ5;AminoJ6;EnzymeJ7;AntioxidantJ8;ElectrolyteJ9;NutrientJ10;VitaminK1;MineralK2;ProteinK3;FiberK4;OmegaK5;AminoK6;EnzymeK7;AntioxidantK8;ElectrolyteK9;NutrientK10;VitaminL1;MineralL2;ProteinL3;FiberL4;OmegaL5;AminoL6;EnzymeL7;AntioxidantL8;ElectrolyteL9;NutrientL10;VitaminM1;MineralM2;ProteinM3;FiberM4;OmegaM5;AminoM6;EnzymeM7;AntioxidantM8;ElectrolyteM9;NutrientM10;VitaminN1;MineralN2;ProteinN3;FiberN4;OmegaN5;AminoN6;EnzymeN7;AntioxidantN8;ElectrolyteN9;NutrientN10;VitaminO1;MineralO2;ProteinO3;FiberO4;OmegaO5;AminoO6;EnzymeO7;AntioxidantO8;ElectrolyteO9;NutrientO10
#MAX_CALORIES,5316688.72
Apple_1,2227,AntioxidantJ8;ProteinF3;FiberI4;ProteinD3;ElectrolyteF9;AntioxidantI8;AminoK6;VitaminC1;NutrientC10;ProteinO3;MineralN2;ElectrolyteD9
Milk_2,2494,ElectrolyteN9;Vitamin1;NutrientK10;NutrientO10;OmegaI5;NutrientM10;AminoK6;AminoD6;AntioxidantB8;FiberO4
Eggs_3,2102,EnzymeB7;EnzymeC7;OmegaC5;MineralE2;ElectrolyteM9;VitaminC1;NutrientL10;OmegaM5;Antioxidant8;FiberF4;VitaminK1;ElectrolyteK9;ElectrolyteJ9;NutrientN10;ElectrolyteF9;EnzymeN7;AntioxidantH8;ProteinM3;OmegaE5;NutrientM10;ElectrolyteB9;FiberG4;VitaminE1
Milk_4,2487,FiberI4;ElectrolyteO9;MineralN2;MineralH2;EnzymeI7;Protein3;NutrientE10;MineralF2;AminoM6;ProteinB3;OmegaE5;EnzymeO7;Antioxidant8;AntioxidantF8;MineralO2;ProteinJ3;AminoF6;ElectrolyteI9;VitaminF1;AntioxidantC8;ProteinO3;NutrientD10;OmegaG5;OmegaJ5;FiberE4;EnzymeB7;ElectrolyteK9;ProteinN3;EnzymeN7;ProteinM3
Bread_5,2212,AminoC6;NutrientO10;AntioxidantI8;ProteinB3;FiberG4;FiberB4;OmegaJ5;FiberK4;ElectrolyteM9;EnzymeL7;ProteinO3;AminoB6;AntioxidantB8;ProteinD3;MineralK2;OmegaI5;ElectrolyteD9
Eggs_6,2434,OmegaH5;ElectrolyteN9;ElectrolyteB9;ElectrolyteM9;MineralJ2;VitaminE1;NutrientM10;VitaminG1;FiberO4;EnzymeO7;FiberE4;Mineral2;AntioxidantO8;FiberI4;VitaminD1;VitaminH1;NutrientL10;FiberL4;AntioxidantM8;AminoK6;ElectrolyteG9;ProteinC3;ProteinG3;MineralF2;ProteinJ3;VitaminB1;ProteinF3;NutrientK10;AminoE6;EnzymeF7
Almonds_7,2429,AminoD6;VitaminN1;ProteinE3;OmegaD5;NutrientJ10;AntioxidantC8;AminoO6;FiberI4;ElectrolyteG9;OmegaO5;Enzyme7;FiberD4;ElectrolyteH9;FiberO4
Pepper_8,2134,AminoH6;ElectrolyteE9;AminoG6;MineralI2;AntioxidantL8;ProteinM3;OmegaK5;MineralK2;NutrientB10;VitaminG1;ElectrolyteN9;AntioxidantN8;MineralL2;AntioxidantI8;Omega5;Electrolyte9;NutrientO10;FiberC4;OmegaJ5;ElectrolyteI9;ProteinK3
Eggs_9,2227,ElectrolyteE9;EnzymeD7;FiberF4;OmegaO5;FiberJ4;ElectrolyteJ9;Fiber4;NutrientC10;ElectrolyteO9;ProteinH3;ProteinC3;NutrientD10;AntioxidantL8;Antioxidant8;EnzymeK7;AntioxidantC8;FiberO4;FiberI4;ElectrolyteF9
Tofu_10,2017,AminoN6;EnzymeM7;EnzymeN7;VitaminB1;ProteinL3;OmegaD5;Vitamin1;AminoD6;Antioxidant8;AntioxidantF8;OmegaF5;AminoC6;AntioxidantB8;VitaminE1;Protein3;NutrientK10;MineralK2;ProteinM3;OmegaN5;EnzymeF7;FiberL4;MineralE2;Omega5;ElectrolyteN9;ProteinI3
