#UNIVERSE,Vitamin1;Mineral2;Protein3;Fiber4;Omega5;Amino6;Enzyme7;Antioxidant8;Electrolyte9;Nutrient10;VitaminB1;MineralB2;ProteinB3;FiberB4;OmegaB5;AminoB6;EnzymeB7;AntioxidantB8;ElectrolyteB9;NutrientB10;VitaminC1;MineralC2;ProteinC3;FiberC4;OmegaC5;AminoC6;EnzymeC7;AntioxidantC8;ElectrolyteC9;NutrientC10;VitaminD1;MineralD2;ProteinD3;FiberD4;OmegaD5;AminoD6;EnzymeD7;AntioxidantD8;ElectrolyteD9;NutrientD10;VitaminE1;MineralE2;ProteinE3;FiberE4;OmegaE5;AminoE6;EnzymeE7;AntioxidantE8;ElectrolyteE9;NutrientE10;VitaminF1;MineralF2;ProteinF3;FiberF4;OmegaF5;AminoF6;EnzymeF7;AntioxidantF8;ElectrolyteF9;NutrientF10;VitaminG1;MineralG2;ProteinG3;FiberG4;OmegaG5;AminoG6;EnzymeG7;AntioxidantG8;ElectrolyteG9;NutrientG10;VitaminH1;MineralH2;ProteinH3;FiberH4;OmegaH5;AminoH6;EnzymeH7;AntioxidantH8;ElectrolyteH9;NutrientH10;VitaminI1;MineralI2;ProteinI3;FiberI4;OmegaI5;AminoI6;EnzymeI7;AntioxidantI8;ElectrolyteI9;NutrientI10;VitaminJ1;MineralJ2;ProteinJ3;FiberJ4;OmegaJ5;AminoJ6;EnzymeJ7;AntioxidantJ8;ElectrolyteJ9;NutrientJ10;VitaminK1;MineralK2;ProteinK3;FiberK4;OmegaK5;AminoK6;EnzymeK7;AntioxidantK8;ElectrolyteK9;NutrientK10;VitaminL1;MineralL2;ProteinL3;FiberL4;OmegaL5;AminoL6;EnzymeL7;AntioxidantL8;ElectrolyteL9;NutrientL10;VitaminM1;MineralM2;ProteinM3;FiberM4;OmegaM5;AminoM6;EnzymeM7;AntioxidantM8;ElectrolyteM9;NutrientM10;VitaminN1;MineralN2;ProteinN3;FiberN4;OmegaN5;AminoN6;EnzymeN7;AntioxidantN8;ElectrolyteN9;NutrientN10;VitaminO1;MineralO2;ProteinO3;FiberO4;OmegaO5;AminoO6;EnzymeO7;AntioxidantO8;ElectrolyteO9;NutrientO10;VitaminP1;MineralP2;ProteinP3;FiberP4;OmegaP5;AminoP6;EnzymeP7;AntioxidantP8;ElectrolyteP9;NutrientP10;VitaminQ1;MineralQ2;ProteinQ3;FiberQ4;OmegaQ5;AminoQ6;EnzymeQ7;AntioxidantQ8;ElectrolyteQ9;NutrientQ10;VitaminR1;MineralR2;ProteinR3;FiberR4;OmegaR5;AminoR6;EnzymeR7;AntioxidantR8;ElectrolyteR9;NutrientR10;VitaminS1;MineralS2;ProteinS3;FiberS4;OmegaS5;AminoS6;EnzymeS7;AntioxidantS8;ElectrolyteS9;NutrientS10;VitaminT1;MineralT2;ProteinT3;FiberT4;OmegaT5;AminoT6;EnzymeT7;AntioxidantT8;ElectrolyteT9;NutrientT10
#MAX_CALORIES,11198648.41
Orange_1,2396,Antioxidant8;ElectrolyteH9;ElectrolyteM9;MineralB2;NutrientQ10;FiberB4;MineralH2;MineralD2;EnzymeQ7;ProteinH3;FiberK4;AntioxidantR8;FiberM4;AminoB6;EnzymeC7;Mineral2
Cheese_2,2469,VitaminT1;MineralD2;EnzymeJ7;Nutrient10;FiberP4;MineralG2
Bread_3,2053,EnzymeI7;AminoE6;AminoM6;AntioxidantN8;VitaminM1;ProteinJ3;AminoB6;MineralH2;ElectrolyteE9;FiberP4;NutrientC10;ElectrolyteH9;FiberO4;MineralN2;ProteinQ3;EnzymeG7;NutrientK10;AntioxidantM8;VitaminE1;AntioxidantT8;VitaminQ1;AminoS6;EnzymeK7;FiberT4;VitaminB1;FiberE4;EnzymeD7;Nutrient10;NutrientP10;NutrientJ10;NutrientI10;VitaminF1;AminoO6;ElectrolyteF9;AntioxidantO8;FiberL4;OmegaE5
Apple_4,2066,EnzymeQ7;AminoS6;EnzymeK7;AntioxidantE8;AminoN6;EnzymeH7;VitaminE1;EnzymeL7;FiberO4;AntioxidantL8;VitaminQ1;NutrientH10;EnzymeS7;VitaminM1;OmegaL5;NutrientI10;MineralJ2;NutrientJ10;MineralL2;AminoQ6;EnzymeN7;EnzymeC7;OmegaT5;OmegaK5;MineralC2;ElectrolyteT9
Salmon_5,2159,ProteinI3;EnzymeH7;OmegaF5;MineralR2;FiberJ4;MineralT2;OmegaC5;ProteinC3;MineralS2;ProteinS3;ProteinJ3;OmegaN5;ProteinM3;OmegaP5;ElectrolyteC9;EnzymeK7;FiberD4;AntioxidantS8;VitaminI1;VitaminE1;AminoQ6;Mineral2;NutrientG10;VitaminS1;AminoR6;MineralJ2;NutrientN10;VitaminH1;AminoT6;AntioxidantD8;FiberT4;AminoH6;VitaminP1;VitaminT1;ProteinK3;EnzymeM7;OmegaD5;AntioxidantK8
Eggs_6,2344,ProteinK3;MineralC2;NutrientP10;EnzymeO7;ProteinM3;Protein3;ProteinC3;NutrientR10;NutrientF10;FiberI4;ElectrolyteG9;ProteinS3
Carrot_7,2449,NutrientL10;ElectrolyteE9;ElectrolyteC9;EnzymeC7;EnzymeG7;FiberT4;MineralO2;NutrientN10;Amino6;AntioxidantF8;Nutrient10
Potato_8,2282,AminoJ6;FiberT4;ProteinE3;EnzymeO7;FiberM4;NutrientO10;ProteinJ3;AntioxidantH8;EnzymeI7;OmegaJ5;ProteinR3;NutrientS10;FiberB4;MineralQ2;NutrientL10;AntioxidantR8;NutrientI10;ElectrolyteN9;AminoN6;ProteinG3;ProteinL3;NutrientJ10;OmegaF5;Protein3
Carrot_9,2458,OmegaQ5;ProteinR3;OmegaC5;VitaminB1;NutrientT10;VitaminM1;ProteinP3;ProteinN3;Vitamin1;AminoG6;ElectrolyteE9;MineralD2;VitaminH1;EnzymeI7;AntioxidantH8;VitaminP1;AminoS6;FiberJ4;NutrientR10;AminoJ6;Nutrient10;ProteinC3;ElectrolyteL9
Almonds_10,2073,ElectrolyteL9;OmegaT5;EnzymeP7;FiberG4;EnzymeN7;FiberO4;MineralQ2;OmegaI5;AminoP6;NutrientL10;EnzymeC7;NutrientR10;MineralE2;MineralB2;AminoF6;AminoL6;ElectrolyteK9;ElectrolyteE9;ProteinK3;AntioxidantL8;ProteinR3;Electrolyte9;ProteinG3;FiberR4;OmegaL5;MineralT2
